id,category,post
1045,self_esteem,Compliments bounce off; criticism sticks—working on flipping that. Trying to be patient with myself.
966,panic_like,"Mind went blank and body hit the gas—classic surge of nerves. Hydration and a stretch break, here we go."
952,anxiety,"Overthinking every little thing again. Brain, please chill. Journaling and short walks help a bit."
1562,burnout,Not gonna lie— Everything feels like a chore—even things I usually enjoy. Trying to be patient with myself.
1152,guilt_shame,Reminder to future me: Wishing I could be kinder to myself when I slip up. Trying to be patient with myself.
175,burnout,Status check: Everything feels like a chore—even things I usually enjoy. Trying to be patient with myself.
1933,appetite_sleep_change,"If anyone else needs to hear this: Trying to notice patterns without judging myself. Hydration and a stretch break, here we go."
1103,low_mood,Not gonna lie— Woke up heavy—like my energy got drained overnight. Taking it one breath at a time.
773,anhedonia,"Real talk: Hard to find the spark for stuff that once lit me up. Hydration and a stretch break, here we go."
190,self_esteem,Update: Comparing myself to others is a trap I keep falling into.
635,ocd_like_worry,Not gonna lie— Wish my mind had a 'good enough' button.
1721,loneliness,Today in mental health: Craving connection but not sure how to ask for it.
99,burnout,Work brain is fried; focus meter stuck at 10%. Trying to be patient with myself.
214,stress,Trying to breathe through the stress one task at a time. Stepping outside for a minute of fresh air.
1491,ptsd_like,Update: Some days my body reacts before my brain understands why.
451,appetite_sleep_change,Either sleeping too much or not at all—no in-between.
1913,anhedonia,"Joy feels muted—like the volume's turned down. Hydration and a stretch break, here we go."
1437,guilt_shame,Wishing I could be kinder to myself when I slip up.
256,ptsd_like,Note to self: Some days my body reacts before my brain understands why. Setting tiny goals and tiny wins.
95,self_esteem,Learning to talk to myself like I would a friend. Texting a friend to check in.
1080,panic_like,Mind went blank and body hit the gas—classic surge of nerves. Texting a friend to check in.
1224,ocd_like_worry,Wish my mind had a 'good enough' button. Reminding myself that feelings pass.
1890,ptsd_like,Real talk: Some days my body reacts before my brain understands why.
974,stress,"Update: Tension living in my shoulders rent-free. Hydration and a stretch break, here we go."
976,adhd_like,Started five tasks and finished none—attention is on vacation. Reminding myself that feelings pass.
1154,appetite_sleep_change,If anyone else needs to hear this: Appetite keeps swinging from 'meh' to 'everything' lately. Journaling and short walks help a bit.
701,brain_fog,Reading the same sentence five times and still nothing.
404,stress,Deadline season again and my jaw hasn't unclenched all day. Stepping outside for a minute of fresh air.
1554,irritability,Real talk: Snapped over something tiny—wish I could rewind.
543,loneliness,Surrounded by people yet feeling oddly alone.
1350,low_mood,Today in mental health: Feeling down today and can't shake the gray cloud. Setting tiny goals and tiny wins.
1873,loneliness,Craving connection but not sure how to ask for it.
197,adhd_like,"Today in mental health: Timer on, distractions off… still drifting. Texting a friend to check in."
869,appetite_sleep_change,Body clock and hunger cues feel out of sync.
1692,low_mood,Not gonna lie— Feeling down today and can't shake the gray cloud. Journaling and short walks help a bit.
628,low_mood,Today in mental health: Feeling down today and can't shake the gray cloud. Journaling and short walks help a bit.
1086,insomnia,Counted a thousand imaginary sheep and still wide awake.
430,guilt_shame,Guilt brain is loud over small mistakes. Taking it one breath at a time.
1170,loneliness,Craving connection but not sure how to ask for it. Stepping outside for a minute of fresh air.
1748,self_esteem,Compliments bounce off; criticism sticks—working on flipping that. Trying to be patient with myself.
837,low_mood,Note to self: Feeling down today and can't shake the gray cloud. Stepping outside for a minute of fresh air.
1885,burnout,"Burnout check: deadlines, brain fog, and zero spark. Journaling and short walks help a bit."
1898,brain_fog,Reading the same sentence five times and still nothing. Stepping outside for a minute of fresh air.
452,irritability,Patience meter is shorter than usual today. Texting a friend to check in.
964,appetite_sleep_change,Either sleeping too much or not at all—no in-between. Trying to be patient with myself.
303,somatic,Back tension says hello every time I sit down. Stepping outside for a minute of fresh air.
583,anhedonia,Real talk: Joy feels muted—like the volume's turned down.
1741,guilt_shame,Today in mental health: Wishing I could be kinder to myself when I slip up. Trying to be patient with myself.
41,insomnia,Today in mental health: Third night in a row staring at the ceiling at 3AM. Taking it one breath at a time.
186,irritability,Apologizing in advance for my short fuse—working on it. Reminding myself that feelings pass.
1673,low_mood,Status check: It's one of those low-energy days where even coffee can't lift me. Taking it one breath at a time.
1782,irritability,Everything feels a bit like nails on a chalkboard. Trying to be patient with myself.
1301,ptsd_like,Random sounds put me on edge more than I'd like to admit.
107,guilt_shame,Note to self: Trying to remember progress > perfection.
1326,irritability,Patience meter is shorter than usual today. Trying to be patient with myself.
1309,brain_fog,Reminder to future me: Brain is buffering… please wait.
82,social_anxiety,"Reminder to future me: Cancelling plans because my nerves won't cooperate. Hydration and a stretch break, here we go."
1997,anxiety,If anyone else needs to hear this: Heart fluttering for no clear reason—wish I could hit pause.
116,anxiety,Update: Heart fluttering for no clear reason—wish I could hit pause. Taking it one breath at a time.
1786,self_esteem,Update: Trying to believe 'good enough' can actually be good. Texting a friend to check in.
616,ocd_like_worry,Not gonna lie— Double-checking things on autopilot again—brain seeking certainty. Trying to be patient with myself.
836,self_esteem,Real talk: Comparing myself to others is a trap I keep falling into. Stepping outside for a minute of fresh air.
930,somatic,Headache visiting again—wish it would leave a forwarding address.
624,panic_like,"Not gonna lie— Mind went blank and body hit the gas—classic surge of nerves. Hydration and a stretch break, here we go."
28,ptsd_like,Random sounds put me on edge more than I'd like to admit. Reminding myself that feelings pass.
164,guilt_shame,Update: Wishing I could be kinder to myself when I slip up.
1383,irritability,Not gonna lie— Patience meter is shorter than usual today. Texting a friend to check in.
348,social_anxiety,Cancelling plans because my nerves won't cooperate. Reminding myself that feelings pass.
1628,anhedonia,"Hard to find the spark for stuff that once lit me up. Hydration and a stretch break, here we go."
581,loneliness,Not gonna lie— Scrolling for company isn't cutting it today. Trying to be patient with myself.
1382,appetite_sleep_change,Real talk: Body clock and hunger cues feel out of sync.
101,social_anxiety,Note to self: Cancelling plans because my nerves won't cooperate. Taking it one breath at a time.
632,stress,Tension living in my shoulders rent-free. Stepping outside for a minute of fresh air.
645,somatic,Reminder to future me: Neck and shoulders hosting a permanent knot convention.
163,loneliness,Scrolling for company isn't cutting it today. Taking it one breath at a time.
1626,loneliness,Update: Craving connection but not sure how to ask for it.
322,somatic,Real talk: Back tension says hello every time I sit down. Journaling and short walks help a bit.
1084,low_mood,Reminder to future me: Motivation is MIA and everything feels muted. Stepping outside for a minute of fresh air.
970,low_mood,Motivation is MIA and everything feels muted.
1324,anhedonia,Checking off hobbies like tasks instead of enjoying them. Stepping outside for a minute of fresh air.
1517,panic_like,Counting breaths and waiting for the spike to pass. Trying to be patient with myself.
1239,burnout,Update: Running on fumes and to-do list keeps growing.
343,low_mood,Feeling down today and can't shake the gray cloud.
1552,anhedonia,Hard to find the spark for stuff that once lit me up. Journaling and short walks help a bit.
590,low_mood,Not gonna lie— It's one of those low-energy days where even coffee can't lift me. Reminding myself that feelings pass.
915,insomnia,"If anyone else needs to hear this: Third night in a row staring at the ceiling at 3AM. Hydration and a stretch break, here we go."
78,anxiety,Heart fluttering for no clear reason—wish I could hit pause.
985,panic_like,Counting breaths and waiting for the spike to pass.
121,adhd_like,"Status check: Timer on, distractions off… still drifting. Setting tiny goals and tiny wins."
1972,irritability,Patience meter is shorter than usual today. Reminding myself that feelings pass.
1713,insomnia,Sleep and I are not on speaking terms lately.
1586,ptsd_like,Status check: Grounding exercises helping a bit when I get startled.
787,ocd_like_worry,"Wish my mind had a 'good enough' button. Hydration and a stretch break, here we go."
1404,brain_fog,Update: Words are playing hide-and-seek with my mouth. Setting tiny goals and tiny wins.
456,self_esteem,Learning to talk to myself like I would a friend. Taking it one breath at a time.
1244,ptsd_like,Today in mental health: Some days my body reacts before my brain understands why. Setting tiny goals and tiny wins.
312,ocd_like_worry,Wish my mind had a 'good enough' button. Stepping outside for a minute of fresh air.
696,guilt_shame,Update: Trying to remember progress > perfection. Taking it one breath at a time.
224,irritability,Reminder to future me: Patience meter is shorter than usual today.
1961,burnout,Work brain is fried; focus meter stuck at 10%. Reminding myself that feelings pass.
1236,low_mood,Motivation is MIA and everything feels muted. Stepping outside for a minute of fresh air.
1670,brain_fog,Reading the same sentence five times and still nothing. Setting tiny goals and tiny wins.
972,insomnia,Alarm goes off right when I finally drift off. Brutal.
752,loneliness,Craving connection but not sure how to ask for it. Taking it one breath at a time.
1653,self_esteem,Compliments bounce off; criticism sticks—working on flipping that.
413,appetite_sleep_change,Either sleeping too much or not at all—no in-between. Texting a friend to check in.
1427,anxiety,Real talk: Heart fluttering for no clear reason—wish I could hit pause. Reminding myself that feelings pass.
1118,panic_like,Update: Sudden wave of jitters out of nowhere—breathing through it. Texting a friend to check in.
398,somatic,Back tension says hello every time I sit down. Setting tiny goals and tiny wins.
1942,burnout,Not gonna lie— Everything feels like a chore—even things I usually enjoy. Journaling and short walks help a bit.
1417,loneliness,Miss the kind of conversation that leaves you lighter. Trying to be patient with myself.
1325,appetite_sleep_change,Appetite keeps swinging from 'meh' to 'everything' lately. Taking it one breath at a time.
1690,somatic,Reminder to future me: Back tension says hello every time I sit down. Trying to be patient with myself.
1881,self_esteem,Status check: Learning to talk to myself like I would a friend. Reminding myself that feelings pass.
1585,ocd_like_worry,Reminder to future me: Looping on the same worry even though I know it's irrational. Journaling and short walks help a bit.
223,appetite_sleep_change,If anyone else needs to hear this: Appetite keeps swinging from 'meh' to 'everything' lately. Reminding myself that feelings pass.
1917,brain_fog,Brain is buffering… please wait. Journaling and short walks help a bit.
469,anhedonia,"Today in mental health: Things I used to love feel dim lately. Hydration and a stretch break, here we go."
868,anhedonia,Joy feels muted—like the volume's turned down. Trying to be patient with myself.
1618,insomnia,Note to self: Third night in a row staring at the ceiling at 3AM. Texting a friend to check in.
735,anhedonia,If anyone else needs to hear this: Things I used to love feel dim lately. Taking it one breath at a time.
1424,somatic,Update: Headache visiting again—wish it would leave a forwarding address. Journaling and short walks help a bit.
1954,panic_like,Status check: Chest feels tight when stress stacks up quickly. Journaling and short walks help a bit.
1125,burnout,Running on fumes and to-do list keeps growing. Stepping outside for a minute of fresh air.
1100,brain_fog,Memory lag is real—what was I doing again? Taking it one breath at a time.
654,ocd_like_worry,If anyone else needs to hear this: Double-checking things on autopilot again—brain seeking certainty.
1772,stress,Trying to breathe through the stress one task at a time. Reminding myself that feelings pass.
290,stress,Deadline season again and my jaw hasn't unclenched all day. Journaling and short walks help a bit.
351,ptsd_like,Status check: Hypervigilant today—feels like my guard can't drop. Setting tiny goals and tiny wins.
1363,appetite_sleep_change,Either sleeping too much or not at all—no in-between.
1327,panic_like,"Today in mental health: Mind went blank and body hit the gas—classic surge of nerves. Hydration and a stretch break, here we go."
1922,insomnia,Counted a thousand imaginary sheep and still wide awake. Texting a friend to check in.
1842,somatic,Not gonna lie— Stomach in knots when stress shows up. Stepping outside for a minute of fresh air.
453,panic_like,Note to self: Counting breaths and waiting for the spike to pass.
1937,somatic,Back tension says hello every time I sit down. Reminding myself that feelings pass.
1033,adhd_like,Started five tasks and finished none—attention is on vacation. Reminding myself that feelings pass.
988,self_esteem,Real talk: Trying to believe 'good enough' can actually be good. Trying to be patient with myself.
841,stress,Tension living in my shoulders rent-free. Stepping outside for a minute of fresh air.
503,ptsd_like,Some days my body reacts before my brain understands why. Texting a friend to check in.
563,guilt_shame,Not gonna lie— Wishing I could be kinder to myself when I slip up. Journaling and short walks help a bit.
1051,social_anxiety,Small talk feels like a boss-level challenge sometimes. Taking it one breath at a time.
188,brain_fog,Real talk: Reading the same sentence five times and still nothing. Journaling and short walks help a bit.
674,ptsd_like,Grounding exercises helping a bit when I get startled. Trying to be patient with myself.
1315,burnout,Everything feels like a chore—even things I usually enjoy. Setting tiny goals and tiny wins.
40,anxiety,"Today in mental health: Heart fluttering for no clear reason—wish I could hit pause. Hydration and a stretch break, here we go."
913,low_mood,Woke up heavy—like my energy got drained overnight. Journaling and short walks help a bit.
1566,ocd_like_worry,Wish my mind had a 'good enough' button.
1283,fatigue,Dragging myself through the afternoon slump again.
1267,anhedonia,Checking off hobbies like tasks instead of enjoying them.
1313,anxiety,Today in mental health: Heart fluttering for no clear reason—wish I could hit pause.
362,low_mood,Woke up heavy—like my energy got drained overnight. Setting tiny goals and tiny wins.
586,panic_like,Status check: Sudden wave of jitters out of nowhere—breathing through it.
1824,self_esteem,Note to self: Comparing myself to others is a trap I keep falling into.
546,appetite_sleep_change,Reminder to future me: Trying to notice patterns without judging myself. Stepping outside for a minute of fresh air.
309,stress,"Deadline season again and my jaw hasn't unclenched all day. Hydration and a stretch break, here we go."
738,panic_like,Sudden wave of jitters out of nowhere—breathing through it. Reminding myself that feelings pass.
1204,adhd_like,"Today in mental health: Timer on, distractions off… still drifting. Trying to be patient with myself."
1611,irritability,Patience meter is shorter than usual today. Trying to be patient with myself.
883,ptsd_like,Random sounds put me on edge more than I'd like to admit. Reminding myself that feelings pass.
1992,panic_like,Chest feels tight when stress stacks up quickly. Reminding myself that feelings pass.
436,somatic,"Stomach in knots when stress shows up. Hydration and a stretch break, here we go."
941,fatigue,Reminder to future me: Dragging myself through the afternoon slump again.
746,stress,Reminder to future me: So many tabs open in my head and none are loading. Trying to be patient with myself.
1121,self_esteem,Reminder to future me: Compliments bounce off; criticism sticks—working on flipping that. Taking it one breath at a time.
1481,somatic,Not gonna lie— Stomach in knots when stress shows up.
1945,adhd_like,Started five tasks and finished none—attention is on vacation. Stepping outside for a minute of fresh air.
1694,insomnia,Real talk: Third night in a row staring at the ceiling at 3AM.
323,self_esteem,Note to self: Learning to talk to myself like I would a friend.
861,social_anxiety,Overanalyzing every message I send—did that sound weird?
1173,appetite_sleep_change,Either sleeping too much or not at all—no in-between. Stepping outside for a minute of fresh air.
979,fatigue,"Note to self: I could nap on a moving bus right now. Hydration and a stretch break, here we go."
1148,ocd_like_worry,"Stuck on repeat—reassurance doesn't stick for long. Hydration and a stretch break, here we go."
758,brain_fog,Memory lag is real—what was I doing again? Texting a friend to check in.
935,burnout,Work brain is fried; focus meter stuck at 10%.
297,guilt_shame,"Guilt brain is loud over small mistakes. Hydration and a stretch break, here we go."
442,stress,Update: So many tabs open in my head and none are loading.
714,loneliness,Craving connection but not sure how to ask for it. Trying to be patient with myself.
1658,stress,Trying to breathe through the stress one task at a time. Journaling and short walks help a bit.
206,panic_like,Today in mental health: Sudden wave of jitters out of nowhere—breathing through it. Texting a friend to check in.
1329,somatic,Back tension says hello every time I sit down.
1341,loneliness,"Real talk: Miss the kind of conversation that leaves you lighter. Hydration and a stretch break, here we go."
1349,self_esteem,Status check: Compliments bounce off; criticism sticks—working on flipping that. Journaling and short walks help a bit.
52,appetite_sleep_change,Reminder to future me: Appetite keeps swinging from 'meh' to 'everything' lately. Stepping outside for a minute of fresh air.
340,brain_fog,If anyone else needs to hear this: Memory lag is real—what was I doing again? Journaling and short walks help a bit.
1368,self_esteem,If anyone else needs to hear this: Trying to believe 'good enough' can actually be good. Setting tiny goals and tiny wins.
743,anxiety,Status check: My mind's racing with what-ifs and it's exhausting. Taking it one breath at a time.
770,fatigue,If anyone else needs to hear this: I could nap on a moving bus right now. Reminding myself that feelings pass.
180,ptsd_like,If anyone else needs to hear this: Random sounds put me on edge more than I'd like to admit. Setting tiny goals and tiny wins.
1221,stress,Today in mental health: Deadline season again and my jaw hasn't unclenched all day. Trying to be patient with myself.
617,ptsd_like,Random sounds put me on edge more than I'd like to admit.
744,insomnia,Note to self: Third night in a row staring at the ceiling at 3AM.
115,low_mood,It's one of those low-energy days where even coffee can't lift me.
730,ocd_like_worry,Wish my mind had a 'good enough' button. Taking it one breath at a time.
298,anhedonia,Joy feels muted—like the volume's turned down. Journaling and short walks help a bit.
802,burnout,Today in mental health: Running on fumes and to-do list keeps growing. Trying to be patient with myself.
68,loneliness,Not gonna lie— Miss the kind of conversation that leaves you lighter.
434,panic_like,Mind went blank and body hit the gas—classic surge of nerves. Trying to be patient with myself.
1958,low_mood,Woke up heavy—like my energy got drained overnight.
1629,appetite_sleep_change,Trying to notice patterns without judging myself.
414,irritability,Apologizing in advance for my short fuse—working on it. Journaling and short walks help a bit.
860,stress,Update: Tension living in my shoulders rent-free. Setting tiny goals and tiny wins.
393,anhedonia,Checking off hobbies like tasks instead of enjoying them. Reminding myself that feelings pass.
55,brain_fog,Reminder to future me: Memory lag is real—what was I doing again? Reminding myself that feelings pass.
1440,irritability,Real talk: Apologizing in advance for my short fuse—working on it. Trying to be patient with myself.
1055,fatigue,I could nap on a moving bus right now. Taking it one breath at a time.
4,burnout,Today in mental health: Work brain is fried; focus meter stuck at 10%. Stepping outside for a minute of fresh air.
1328,brain_fog,Words are playing hide-and-seek with my mouth.
1240,stress,Status check: So many tabs open in my head and none are loading. Stepping outside for a minute of fresh air.
1019,guilt_shame,Trying to remember progress > perfection. Reminding myself that feelings pass.
870,irritability,Snapped over something tiny—wish I could rewind. Stepping outside for a minute of fresh air.
1438,anhedonia,Checking off hobbies like tasks instead of enjoying them. Trying to be patient with myself.
1729,self_esteem,If anyone else needs to hear this: Compliments bounce off; criticism sticks—working on flipping that. Trying to be patient with myself.
162,fatigue,Not gonna lie— Energy meter keeps dipping into red for no reason. Stepping outside for a minute of fresh air.
1924,stress,So many tabs open in my head and none are loading.
1925,social_anxiety,Crowds turn my brain into static; need quiet time to reset.
230,anxiety,My mind's racing with what-ifs and it's exhausting. Texting a friend to check in.
209,self_esteem,Learning to talk to myself like I would a friend. Setting tiny goals and tiny wins.
1606,fatigue,Note to self: Tired behind the eyes even after resting. Setting tiny goals and tiny wins.
235,adhd_like,"Timer on, distractions off… still drifting. Setting tiny goals and tiny wins."
1362,anhedonia,Joy feels muted—like the volume's turned down. Journaling and short walks help a bit.
153,low_mood,Feeling down today and can't shake the gray cloud. Setting tiny goals and tiny wins.
1540,low_mood,If anyone else needs to hear this: Feeling down today and can't shake the gray cloud.
799,low_mood,Motivation is MIA and everything feels muted.
1474,loneliness,Surrounded by people yet feeling oddly alone. Reminding myself that feelings pass.
1532,guilt_shame,Guilt brain is loud over small mistakes. Setting tiny goals and tiny wins.
1110,ocd_like_worry,"Stuck on repeat—reassurance doesn't stick for long. Hydration and a stretch break, here we go."
1574,panic_like,Sudden wave of jitters out of nowhere—breathing through it. Setting tiny goals and tiny wins.
1509,ocd_like_worry,If anyone else needs to hear this: Wish my mind had a 'good enough' button.
420,anxiety,Feeling wired and tired at the same time—classic anxiety loop.
89,anhedonia,"Status check: Checking off hobbies like tasks instead of enjoying them. Hydration and a stretch break, here we go."
1217,low_mood,It's one of those low-energy days where even coffee can't lift me. Setting tiny goals and tiny wins.
293,ocd_like_worry,Update: Looping on the same worry even though I know it's irrational. Trying to be patient with myself.
415,panic_like,Counting breaths and waiting for the spike to pass. Texting a friend to check in.
450,anhedonia,Joy feels muted—like the volume's turned down. Trying to be patient with myself.
443,social_anxiety,Crowds turn my brain into static; need quiet time to reset. Reminding myself that feelings pass.
1284,loneliness,Miss the kind of conversation that leaves you lighter. Reminding myself that feelings pass.
1843,self_esteem,If anyone else needs to hear this: Compliments bounce off; criticism sticks—working on flipping that.
1993,brain_fog,Brain is buffering… please wait. Stepping outside for a minute of fresh air.
189,somatic,Status check: Headache visiting again—wish it would leave a forwarding address. Reminding myself that feelings pass.
753,guilt_shame,Trying to remember progress > perfection. Taking it one breath at a time.
1409,insomnia,Update: Alarm goes off right when I finally drift off. Brutal. Setting tiny goals and tiny wins.
683,somatic,Headache visiting again—wish it would leave a forwarding address.
1189,loneliness,Scrolling for company isn't cutting it today.
607,somatic,Headache visiting again—wish it would leave a forwarding address. Journaling and short walks help a bit.
1076,guilt_shame,Trying to remember progress > perfection.
350,ocd_like_worry,Not gonna lie— Wish my mind had a 'good enough' button. Reminding myself that feelings pass.
1259,stress,Trying to breathe through the stress one task at a time. Reminding myself that feelings pass.
795,panic_like,Chest feels tight when stress stacks up quickly. Reminding myself that feelings pass.
6,social_anxiety,Small talk feels like a boss-level challenge sometimes. Stepping outside for a minute of fresh air.
998,fatigue,I could nap on a moving bus right now. Taking it one breath at a time.
1787,low_mood,It's one of those low-energy days where even coffee can't lift me.
169,brain_fog,Memory lag is real—what was I doing again? Trying to be patient with myself.
499,stress,Reminder to future me: Tension living in my shoulders rent-free. Setting tiny goals and tiny wins.
1318,adhd_like,Started five tasks and finished none—attention is on vacation. Trying to be patient with myself.
903,fatigue,If anyone else needs to hear this: Dragging myself through the afternoon slump again.
1754,social_anxiety,Real talk: Cancelling plans because my nerves won't cooperate.
511,brain_fog,Reminder to future me: Reading the same sentence five times and still nothing. Trying to be patient with myself.
1698,adhd_like,Update: Sticky notes are my second brain and they’re full.
1108,social_anxiety,If anyone else needs to hear this: Cancelling plans because my nerves won't cooperate. Texting a friend to check in.
1095,guilt_shame,Guilt brain is loud over small mistakes. Trying to be patient with myself.
329,social_anxiety,Cancelling plans because my nerves won't cooperate.
1176,brain_fog,"Memory lag is real—what was I doing again? Hydration and a stretch break, here we go."
1771,burnout,Reminder to future me: Running on fumes and to-do list keeps growing. Texting a friend to check in.
1299,adhd_like,If anyone else needs to hear this: Sticky notes are my second brain and they’re full. Reminding myself that feelings pass.
963,anhedonia,"Hard to find the spark for stuff that once lit me up. Hydration and a stretch break, here we go."
911,somatic,Stomach in knots when stress shows up.
1367,somatic,Update: Back tension says hello every time I sit down. Stepping outside for a minute of fresh air.
1340,fatigue,Tired behind the eyes even after resting. Setting tiny goals and tiny wins.
353,loneliness,Craving connection but not sure how to ask for it.
1218,anxiety,"Reminder to future me: My mind's racing with what-ifs and it's exhausting. Hydration and a stretch break, here we go."
1212,irritability,If anyone else needs to hear this: Snapped over something tiny—wish I could rewind. Taking it one breath at a time.
1370,anxiety,Reminder to future me: My mind's racing with what-ifs and it's exhausting. Stepping outside for a minute of fresh air.
1060,irritability,Snapped over something tiny—wish I could rewind. Journaling and short walks help a bit.
1589,guilt_shame,Update: Wishing I could be kinder to myself when I slip up.
147,appetite_sleep_change,Body clock and hunger cues feel out of sync. Reminding myself that feelings pass.
1376,ocd_like_worry,If anyone else needs to hear this: Wish my mind had a 'good enough' button. Texting a friend to check in.
287,anxiety,Heart fluttering for no clear reason—wish I could hit pause. Journaling and short walks help a bit.
1767,self_esteem,Compliments bounce off; criticism sticks—working on flipping that. Journaling and short walks help a bit.
1258,burnout,Running on fumes and to-do list keeps growing. Taking it one breath at a time.
610,anxiety,My mind's racing with what-ifs and it's exhausting. Trying to be patient with myself.
1448,burnout,"Burnout check: deadlines, brain fog, and zero spark. Taking it one breath at a time."
1308,panic_like,Today in mental health: Sudden wave of jitters out of nowhere—breathing through it. Taking it one breath at a time.
464,ocd_like_worry,Looping on the same worry even though I know it's irrational.
1237,anxiety,Heart fluttering for no clear reason—wish I could hit pause. Taking it one breath at a time.
1208,loneliness,Update: Craving connection but not sure how to ask for it. Texting a friend to check in.
1187,ptsd_like,Random sounds put me on edge more than I'd like to admit. Taking it one breath at a time.
1874,guilt_shame,That nagging 'not good enough' voice showed up again. Texting a friend to check in.
763,insomnia,Alarm goes off right when I finally drift off. Brutal. Stepping outside for a minute of fresh air.
864,ptsd_like,Real talk: Random sounds put me on edge more than I'd like to admit.
1910,fatigue,Energy meter keeps dipping into red for no reason.
1277,burnout,Work brain is fried; focus meter stuck at 10%. Journaling and short walks help a bit.
717,appetite_sleep_change,Today in mental health: Trying to notice patterns without judging myself. Reminding myself that feelings pass.
1482,self_esteem,Today in mental health: Compliments bounce off; criticism sticks—working on flipping that. Stepping outside for a minute of fresh air.
1160,low_mood,Motivation is MIA and everything feels muted. Journaling and short walks help a bit.
1262,ocd_like_worry,Looping on the same worry even though I know it's irrational. Journaling and short walks help a bit.
1498,panic_like,Sudden wave of jitters out of nowhere—breathing through it. Taking it one breath at a time.
1226,fatigue,Energy meter keeps dipping into red for no reason. Texting a friend to check in.
1625,fatigue,Energy meter keeps dipping into red for no reason.
1620,stress,Deadline season again and my jaw hasn't unclenched all day.
895,anxiety,My mind's racing with what-ifs and it's exhausting.
1820,irritability,Update: Apologizing in advance for my short fuse—working on it. Taking it one breath at a time.
1757,ptsd_like,Random sounds put me on edge more than I'd like to admit. Reminding myself that feelings pass.
929,brain_fog,Real talk: Words are playing hide-and-seek with my mouth. Stepping outside for a minute of fresh air.
1394,adhd_like,"Timer on, distractions off… still drifting."
1302,fatigue,I could nap on a moving bus right now. Taking it one breath at a time.
1593,panic_like,Real talk: Mind went blank and body hit the gas—classic surge of nerves. Trying to be patient with myself.
1973,panic_like,Chest feels tight when stress stacks up quickly. Journaling and short walks help a bit.
102,adhd_like,Started five tasks and finished none—attention is on vacation. Setting tiny goals and tiny wins.
282,panic_like,Status check: Counting breaths and waiting for the spike to pass. Texting a friend to check in.
801,insomnia,Alarm goes off right when I finally drift off. Brutal. Setting tiny goals and tiny wins.
488,anhedonia,If anyone else needs to hear this: Joy feels muted—like the volume's turned down. Texting a friend to check in.
552,low_mood,It's one of those low-energy days where even coffee can't lift me. Journaling and short walks help a bit.
1027,low_mood,"Woke up heavy—like my energy got drained overnight. Hydration and a stretch break, here we go."
1848,stress,Real talk: Trying to breathe through the stress one task at a time. Taking it one breath at a time.
518,stress,Status check: Deadline season again and my jaw hasn't unclenched all day. Trying to be patient with myself.
1753,stress,Trying to breathe through the stress one task at a time. Texting a friend to check in.
306,anxiety,Heart fluttering for no clear reason—wish I could hit pause.
1467,burnout,"Burnout check: deadlines, brain fog, and zero spark. Setting tiny goals and tiny wins."
938,adhd_like,Real talk: Started five tasks and finished none—attention is on vacation.
154,anxiety,Real talk: Feeling wired and tired at the same time—classic anxiety loop.
1591,appetite_sleep_change,Reminder to future me: Either sleeping too much or not at all—no in-between. Stepping outside for a minute of fresh air.
1039,anhedonia,Status check: Things I used to love feel dim lately. Setting tiny goals and tiny wins.
1686,appetite_sleep_change,If anyone else needs to hear this: Appetite keeps swinging from 'meh' to 'everything' lately. Taking it one breath at a time.
1689,brain_fog,Status check: Reading the same sentence five times and still nothing.
151,somatic,Real talk: Stomach in knots when stress shows up. Taking it one breath at a time.
1622,adhd_like,Sticky notes are my second brain and they’re full.
1935,panic_like,Counting breaths and waiting for the spike to pass. Journaling and short walks help a bit.
1816,loneliness,Scrolling for company isn't cutting it today. Journaling and short walks help a bit.
1911,loneliness,Not gonna lie— Surrounded by people yet feeling oddly alone. Setting tiny goals and tiny wins.
202,guilt_shame,Trying to remember progress > perfection. Setting tiny goals and tiny wins.
1209,guilt_shame,Trying to remember progress > perfection. Journaling and short walks help a bit.
1069,stress,Tension living in my shoulders rent-free. Setting tiny goals and tiny wins.
1112,fatigue,Tired behind the eyes even after resting. Journaling and short walks help a bit.
663,brain_fog,Status check: Reading the same sentence five times and still nothing.
1287,appetite_sleep_change,Not gonna lie— Body clock and hunger cues feel out of sync. Taking it one breath at a time.
98,insomnia,Note to self: Sleep and I are not on speaking terms lately. Taking it one breath at a time.
805,adhd_like,"Update: Timer on, distractions off… still drifting. Taking it one breath at a time."
177,social_anxiety,If anyone else needs to hear this: Small talk feels like a boss-level challenge sometimes. Trying to be patient with myself.
239,loneliness,Note to self: Surrounded by people yet feeling oddly alone.
833,panic_like,Reminder to future me: Counting breaths and waiting for the spike to pass.
612,burnout,Not gonna lie— Work brain is fried; focus meter stuck at 10%. Reminding myself that feelings pass.
809,loneliness,Surrounded by people yet feeling oddly alone. Journaling and short walks help a bit.
734,guilt_shame,Update: Trying to remember progress > perfection. Stepping outside for a minute of fresh air.
1781,appetite_sleep_change,Body clock and hunger cues feel out of sync. Trying to be patient with myself.
1921,anxiety,"Not gonna lie— Overthinking every little thing again. Brain, please chill. Hydration and a stretch break, here we go."
1839,irritability,Update: Apologizing in advance for my short fuse—working on it. Texting a friend to check in.
1335,stress,Today in mental health: So many tabs open in my head and none are loading. Trying to be patient with myself.
427,ptsd_like,Grounding exercises helping a bit when I get startled.
960,fatigue,Note to self: I could nap on a moving bus right now. Taking it one breath at a time.
